Day,School,SchoolType,StartTime,IndoorTempDuringSurvey,AvgIndoorRelativeHumidity,IndoorAirSpeed,MaxOutdoorDailyTemp,MinOutdoorDailyTemp,AvgOutdoorDailyTemp,AvgDailyRainfall,AvgOutdoorRelativeHumidity,Grade,Age,Gender,TotalCLO,FanAtHome,CoolerAtHome,AcAtHome,TSV,TPV,TCV,TA,TSL,SWC,FSP,Sweating,FanSatisfaction,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,0,0.38,1,1,0,3,-1,1,1,-1,2,2,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,1,0,2,-1,1,1,-1,2,1,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,0,0.38,0,1,0,3,-1,1,1,-1,2,1,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,9,0,0.38,1,0,0,2,0,1,1,2,2,2,0,2,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,0,1,0,2,0,2,1,2,2,1,0,2,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,0,0,2,0,1,1,-1,3,1,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,0,0,2,-1,1,1,1,2,1,1,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,0,1,0,3,-2,1,1,2,2,1,0,2,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,0,1,0,2,-2,1,1,-1,2,1,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,0,0.38,0,1,0,0,-2,2,0,2,1,1,0,-1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,0,0,1,3,-2,-1,0,-1,3,2,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,0,0,1,0,2,1,1,2,1,1,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,0,1,0,2,-1,1,1,-2,2,2,1,-1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,0,0,2,-2,1,1,-1,2,1,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,1,0,3,-2,2,1,1,2,2,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,0,0,2,-1,1,1,1,2,1,1,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,9,0,0.52,1,0,0,2,-2,2,1,1,2,1,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,1,0,3,-1,1,1,2,2,2,0,-2,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,1,0,3,-1,2,1,-1,2,2,0,2,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,9,1,0.44,1,1,0,3,0,1,0,-1,1,2,0,-1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,0,1,0,2,-2,2,1,1,1,1,0,-1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,0,0,2,0,1,1,2,1,1,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,9,1,0.44,0,1,1,3,-2,1,1,2,2,2,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,0,1,0,3,-2,-1,1,-1,2,2,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,0,1,0,2,-1,1,1,2,2,1,0,2,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.3,0,1,1,2,-2,2,0,2,2,2,0,-1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.3,0,1,0,1,-2,1,1,1,2,2,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,0,0,2,-2,-1,1,1,2,1,0,2,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,7,1,0.44,0,1,0,3,-2,2,0,-1,1,2,0,2,
1,6,0,9,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,9,1,0.44,1,1,0,2,-1,1,1,2,2,2,0,2,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,7,1,0.3,1,1,0,2,-2,-1,1,-1,2,2,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,0,0,1,-2,-1,1,-1,2,1,0,1,
1,6,0,8,33.3,28.3,1.03,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,1,0,2,-2,-1,1,-1,2,1,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,0,0,1,3,-1,1,0,2,2,2,0,-1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,8,1,0.3,1,0,0,2,-1,1,1,2,2,2,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,0,0.38,1,1,0,2,-1,1,1,2,2,2,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.3,1,0,0,2,-1,1,1,1,2,2,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,0,0.38,1,0,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,11,0,0.38,1,0,0,3,-2,1,1,1,2,1,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.3,1,1,0,2,-1,-1,1,2,1,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,2,-1,1,1,2,2,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,2,-1,1,1,2,2,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,11,1,0.44,1,0,0,3,-1,1,1,2,2,1,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,0,0.38,0,1,1,2,-2,-2,0,1,2,2,0,-1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,0,0.38,1,0,0,2,0,-1,1,-1,2,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,0,0.38,1,1,0,2,-1,1,1,1,2,1,1,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,11,1,0.44,1,0,0,1,0,1,1,1,2,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,0,0.38,1,0,0,2,-2,1,1,1,2,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.3,1,0,0,2,-1,1,1,1,2,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,0,0.38,1,1,0,2,-1,-1,1,1,2,1,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,0,0,3,-2,-1,1,1,2,1,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,0,0.38,1,0,0,2,-1,-1,1,-1,2,2,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,0,0,2,-1,1,1,1,2,2,0,3,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,0,0.38,1,0,0,2,-1,1,1,1,1,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.3,1,0,1,2,-1,1,1,1,2,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,11,1,0.44,1,1,0,3,-1,1,1,1,2,2,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,0,0,2,0,1,1,-1,2,2,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,1,1,0,3,-1,1,1,1,2,2,1,-1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,2,-1,-1,1,-1,2,2,0,-1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,11,1,0.44,1,0,0,2,-1,1,1,1,2,2,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,0,0.38,0,1,1,2,-2,1,1,1,2,2,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,0,0.38,1,0,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,0,0.38,1,0,0,2,-1,1,1,1,2,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.3,1,1,0,2,-1,1,1,1,2,2,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,2,0,2,1,1,2,1,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,0,0.38,1,1,0,2,-1,1,1,1,2,2,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,1,0,0,3,-1,1,1,1,1,2,0,1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,0,0.52,1,0,0,2,-1,1,1,1,2,1,0,-1,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,3,-2,-1,1,-1,2,1,0,2,
1,6,0,9,33.5,26.2,1.11,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,1,1,0,3,-1,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,9,1,0.44,1,1,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,10,1,0.3,1,0,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,0,0.52,1,0,0,2,-2,1,1,1,2,2,1,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,12,0,0.38,1,0,0,2,-1,-2,1,2,2,1,0,2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,12,1,0.44,1,0,0,2,-1,1,1,2,2,1,0,2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,0,0.52,1,1,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,12,1,0.44,0,1,1,2,-1,-1,1,1,2,2,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,0,0.52,0,0,1,2,-1,-2,0,1,1,2,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,0,0.52,1,1,0,3,-2,-1,0,1,2,1,1,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,1,0.44,1,0,0,2,-2,1,1,-1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,12,0,0.52,1,0,1,2,-1,1,1,1,2,2,0,2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,1,0.44,1,1,0,2,-1,1,1,1,2,1,0,2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,12,1,0.44,1,1,0,2,-1,-1,1,2,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,0,0.38,1,0,0,2,0,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,9,0,0.52,1,0,0,2,-1,1,1,-1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,0,0.38,0,1,0,2,-2,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,13,1,0.44,0,1,1,2,-1,1,1,1,2,2,0,2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,12,0,0.52,1,1,0,2,-1,-1,1,1,1,1,0,2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,0,0.52,1,1,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,1,0.44,1,0,0,2,-1,1,1,1,2,2,0,-1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,10,0,0.52,1,0,0,2,-1,1,1,1,2,1,0,2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,10,0,0.52,1,0,0,2,-1,1,1,1,2,1,0,2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,10,1,0.44,1,0,0,2,-1,1,1,1,2,2,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,10,0,0.52,1,1,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,12,1,0.44,1,1,0,2,-1,-1,1,2,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,0,0.52,1,0,0,2,-2,1,1,1,2,2,1,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,1,0.44,1,0,0,2,-1,1,1,1,2,2,0,2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,1,0.44,0,1,1,3,-1,-2,0,1,2,2,1,-1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,1,0.44,1,1,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,10,1,0.44,1,0,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,9,1,0.44,1,1,0,2,-1,1,1,1,2,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,9,0,0.52,1,1,0,2,-1,2,1,2,2,2,1,-2,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,11,1,0.44,1,0,0,1,0,2,1,2,2,2,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,9,0,0.52,1,1,0,2,-1,1,0,1,1,2,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,10,0,0.52,1,0,0,2,-1,2,1,1,1,1,0,1,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,10,0,0.52,1,1,0,1,-1,1,1,3,2,2,1,3,
1,6,0,9,33.6,29,1.16,39.7,20.9,30.8,0.0,42.4,5,9,1,0.44,1,0,1,1,-1,-1,1,-1,2,2,1,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,0,0.52,1,1,0,0,-1,2,1,2,2,2,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,1,0.3,1,0,0,3,-1,1,0,2,1,1,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,0,1,2,-1,3,1,2,2,1,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,1,0,2,-1,-1,1,-1,2,2,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,0,0.52,1,1,0,2,-1,2,1,-2,1,1,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,1,0.44,1,1,0,2,0,1,1,-2,1,2,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,1,0.44,1,1,0,2,-1,1,1,2,1,1,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,1,0,2,-2,2,1,1,1,1,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,1,0,2,-1,1,1,1,2,1,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,1,0,2,-2,2,1,1,2,1,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,0,0,2,-1,-1,1,1,1,1,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,0,0.52,1,1,0,2,-1,1,1,-2,2,1,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,1,0,3,-2,1,1,1,2,2,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,0,0,3,-2,1,0,-2,2,2,0,-2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,0,0,3,-2,2,0,1,1,2,0,-3,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,1,0.44,1,0,0,3,-2,1,0,-2,2,2,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,1,0,3,-2,1,1,1,2,2,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,1,0,2,-2,2,1,1,2,1,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,1,0,3,-2,1,1,2,2,2,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,1,0.44,1,1,0,2,0,1,1,-2,1,2,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,0,0,3,-2,2,0,1,1,2,0,-3,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,1,0.44,1,0,0,3,-1,2,1,1,1,2,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,0,0.52,1,1,0,2,-1,2,1,-2,1,1,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,0,1,3,-2,1,0,2,2,1,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,0,0,3,-2,2,0,1,1,2,0,-3,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,0,0,3,-1,1,1,1,1,2,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,0,0,3,-2,2,1,2,2,1,1,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,1,0,2,-1,2,1,-2,1,1,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,1,0.53,1,1,0,2,-1,1,1,1,1,1,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,1,0,2,-1,3,1,2,2,1,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,0,0,2,-1,3,1,2,2,0,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,1,0.53,1,0,0,2,-1,1,1,1,2,1,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,1,0.44,1,1,1,3,-1,1,1,1,1,2,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,0,0,1,-1,2,1,2,2,2,0,2,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,0,0.52,1,1,0,2,-2,-1,0,-2,2,2,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,1,0.44,1,0,1,3,-2,-1,1,-1,1,2,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,8,1,0.44,1,1,0,2,-2,-1,1,-1,1,2,0,1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,9,1,0.44,1,0,0,2,-2,1,1,1,2,1,0,-1,
1,1,0,4,30.8,33,1.58,39.7,20.9,30.8,0.0,42.4,3,7,0,0.52,1,1,0,2,-1,2,1,-1,1,2,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,8,1,0.44,1,0,0,2,-2,-1,1,1,2,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,1,0,0,3,-2,1,0,-2,2,2,0,-2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,2,0,2,1,1,2,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,1,1,0,1,-1,1,1,1,2,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,8,10,0.57,1,0,0,1,-2,1,0,3,2,2,1,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.49,1,1,0,1,-2,1,0,3,2,2,1,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.52,0,1,0,2,-1,1,1,-1,2,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.52,1,1,0,2,0,1,1,1,2,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,8,1,0.44,1,0,0,2,0,2,1,1,2,0,0,-1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,11,1,0.44,1,1,0,1,-1,1,1,1,2,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,0,0.52,1,1,0,2,-1,1,1,3,1,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,1,1,0,3,-1,1,1,1,2,2,1,-1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,2,-1,-1,1,-1,2,2,0,-1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,0,0.52,1,0,0,1,-1,2,1,2,2,2,0,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.52,1,1,0,3,-1,2,1,2,1,2,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,1,1,0,2,0,1,1,-2,1,2,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.52,1,0,0,3,-1,2,1,1,1,2,0,-1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,11,1,0.44,1,0,0,3,-2,2,1,2,2,1,1,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.52,1,1,0,0,0,1,1,1,2,1,0,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,8,0,0.52,1,0,0,0,-1,2,1,3,2,1,0,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,0,0.52,1,0,0,3,-1,1,0,2,1,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,1,1,0,3,-1,1,1,1,1,2,0,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,0,0,3,1,2,2,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.52,1,0,0,0,0,1,1,-2,1,1,0,-2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,8,1,0.44,1,0,0,2,0,2,1,1,2,0,0,-1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.52,1,0,0,2,-1,2,1,1,1,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.52,1,0,0,2,-1,1,1,1,2,1,0,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,0,0.52,1,0,0,2,0,1,1,2,2,1,0,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,0,-1,1,1,2,2,1,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,0,0.52,1,1,0,2,-1,2,1,2,2,1,0,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,0,0,0,0,2,1,2,2,1,0,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,8,1,0.44,1,0,0,2,-1,1,1,1,2,1,0,-1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,1,0,0,3,-1,1,1,1,1,2,0,1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,0,0.52,1,0,0,2,-1,1,1,1,2,1,0,-1,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,10,1,0.44,1,1,0,2,0,2,1,1,2,1,0,2,
1,1,0,5,32.1,30.1,1.17,39.7,20.9,30.8,0.0,42.4,4,9,1,0.44,0,1,0,0,-1,1,1,2,2,1,0,2,
