SNo,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,FormalClothing,Pant,Trackpant,Halfshirt,Blazer,Jacket,Skirt,FullShirt,HalfSweater,Tshirt,Socks,Thermal,Vest,Shoes,FullSweater,Underwear,SwC,TSV,TPV,TA,TCV,TSL,MC
1,1,1,0,3,22.2,5.1,55.1,14.5,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,1,-1,2,1,2,1,2
2,1,1,0,3,22.2,5.1,55.1,14.5,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,1,-1,2,1,3,1,2
3,1,1,0,3,22.2,5.1,55.1,14.5,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,1,1,2,3,4
4,1,1,0,3,22.2,5.1,55.1,14.5,3,10,0,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,2,2,4
5,1,1,0,3,22.2,5.1,55.1,14.5,3,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,1,1,2,2,2
6,1,1,0,3,22.2,5.1,55.1,14.5,3,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,1,0,1,2,2,2
7,1,1,0,3,22.2,5.1,55.1,14.5,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,1,1,0,1,2,3,4
8,1,1,0,3,22.2,5.1,55.1,14.5,3,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,1,0,0,1,3,3,2
9,1,1,0,3,22.2,5.1,55.1,14.5,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,3,2
10,1,1,0,3,22.2,5.1,55.1,14.5,3,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0,0.03,2,0,1,1,3,3,2
11,1,1,0,3,22.2,5.1,55.1,14.5,3,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0.36,0.03,2,0,0,1,3,3,1
12,1,1,0,3,22.2,5.1,55.1,14.5,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,1,1,1,3,2,4
13,1,1,0,3,22.2,5.1,55.1,14.5,3,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,2,2,4
14,1,1,0,3,22.2,5.1,55.1,14.5,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,3,3,1
15,1,1,0,3,22.2,5.1,55.1,14.5,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,1,1,3,3,4
16,1,1,0,3,22.2,5.1,55.1,14.5,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,2,2,4
17,1,1,0,3,22.2,5.1,55.1,14.5,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0.36,0.03,2,0,0,1,3,2,4
18,1,1,0,3,22.2,5.1,55.1,14.5,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0.36,0.03,2,0,0,1,3,2,4
19,1,1,0,3,22.2,5.1,55.1,14.5,3,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,3,2,4
20,1,1,0,3,22.2,5.1,55.1,14.5,3,8,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,3,4
21,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,3,0,0,1,3,3,4
22,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,3,3,4
23,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,3,3,4
24,1,1,0,4,22.2,5.1,44.23,17.5,4,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,0,2,3,4
25,1,1,0,4,22.2,5.1,44.23,17.5,4,11,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,2,3,4
26,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,3,4
27,1,1,0,4,22.2,5.1,44.23,17.5,4,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,0,1,3,3,4
28,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0.36,0.03,2,0,0,1,3,3,4
29,1,1,0,4,22.2,5.1,44.23,17.5,4,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,1,0,0,1,3,3,4
30,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,0,1,3,3,4
31,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0,0,0.02,0,0.03,1,0,0,1,2,2,4
32,1,1,0,4,22.2,5.1,44.23,17.5,4,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,0,1,3,3,4
33,1,1,0,4,22.2,5.1,44.23,17.5,4,9,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,3,4
34,1,1,0,4,22.2,5.1,44.23,17.5,4,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,0,1,2,2,4
35,1,1,0,4,22.2,5.1,44.23,17.5,4,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,2,2,4
36,1,1,0,4,22.2,5.1,44.23,17.5,4,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,-1,1,1,3,3,4
37,1,1,0,4,22.2,5.1,44.23,17.5,4,10,0,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,3,4
38,1,1,0,4,22.2,5.1,44.23,17.5,4,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0.36,0.03,2,-1,1,1,2,2,4
39,1,1,0,4,22.2,5.1,44.23,17.5,4,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,2,2,4
40,1,1,0,4,22.2,5.1,44.23,17.5,4,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,0,2,3,4
41,1,1,0,4,22.2,5.1,44.23,17.5,4,11,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,2,3,4
42,1,1,0,4,22.2,5.1,44.23,17.5,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,1,1,2,2,4
43,1,1,0,4,22.2,5.1,44.23,17.5,4,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,0,1,3,3,4
44,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,3,2,4
45,1,1,0,4,22.2,5.1,44.23,17.5,4,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,2,2,4
46,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,3,2,4
47,1,1,0,4,22.2,5.1,44.23,17.5,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,0,1,2,2,4
48,1,1,0,4,22.2,5.1,44.23,17.5,4,10,0,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,3,4
49,1,1,0,4,22.2,5.1,44.23,17.5,4,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,2,2,4
50,1,1,0,4,22.2,5.1,44.23,17.5,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,1,1,2,2,4
51,1,1,0,4,22.2,5.1,44.23,17.5,4,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,2,4
52,1,1,0,4,22.2,5.1,44.23,17.5,4,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0.36,0.03,2,-1,1,1,2,2,4
53,1,1,0,4,22.2,5.1,44.23,17.5,4,9,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0,0.14,0.02,0.36,0.03,2,-1,1,1,3,3,4
54,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,2,3,4
55,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,2,3,4
56,1,1,0,4,22.2,5.1,44.23,17.5,4,9,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0,0,0.02,0,0.03,3,0,1,1,3,3,4
57,1,1,0,4,22.2,5.1,44.23,17.5,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0.36,0.03,2,0,1,1,2,1,4
58,1,1,0,4,22.2,5.1,44.23,17.5,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,3,2,4
59,1,1,0,4,22.2,5.1,44.23,17.5,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,1,1,2,2,4
60,1,1,0,4,22.2,5.1,44.23,17.5,4,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,0,1,3,3,4
61,1,1,0,4,22.2,5.1,44.23,17.5,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0.36,0.03,2,0,0,1,2,1,4
62,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,1,1,2,2,4
63,1,1,0,6,22.2,5.1,47.8,16.9,5,11,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,1,1,3,3,4
64,1,1,0,6,22.2,5.1,47.8,16.9,5,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,-1,1,1,2,2,4
65,1,1,0,6,22.2,5.1,47.8,16.9,5,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,3,4
66,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,3,-1,1,0,1,1,4
67,1,1,0,6,22.2,5.1,47.8,16.9,5,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,1,1,2,2,4
68,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0,0.14,0.02,0,0.03,2,0,1,1,2,2,4
69,1,1,0,6,22.2,5.1,47.8,16.9,5,11,0,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0,0.02,0,0.03,2,0,1,1,2,2,4
70,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,2,4
71,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,3,-2,1,1,2,2,4
72,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,-1,1,1,2,2,4
73,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,-1,1,1,2,2,4
74,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,1,1,2,2,4
75,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,-1,1,1,2,1,4
76,1,1,0,6,22.2,5.1,47.8,16.9,5,12,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,1,1,2,2,4
77,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,2,4
78,1,1,0,6,22.2,5.1,47.8,16.9,5,10,0,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0,0,0.02,0,0.03,2,0,1,1,3,2,4
79,1,1,0,6,22.2,5.1,47.8,16.9,5,9,0,0,0,0.28,0,0,0.36,0.25,0,0,0.17,0.03,0,0,0.02,0,0.03,3,1,2,0,2,2,4
80,1,1,0,6,22.2,5.1,47.8,16.9,5,11,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,2,2,4
81,1,1,0,6,22.2,5.1,47.8,16.9,5,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0.36,0.03,2,0,0,1,2,1,4
82,1,1,0,6,22.2,5.1,47.8,16.9,5,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,2,1,4
83,1,1,0,6,22.2,5.1,47.8,16.9,5,10,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0,0,0.02,0.36,0.03,2,-1,0,1,2,2,4
84,1,1,0,6,22.2,5.1,47.8,16.9,5,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,-1,1,1,2,1,4
85,1,1,0,6,22.2,5.1,47.8,16.9,5,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,-1,1,1,2,2,4
86,1,1,0,6,22.2,5.1,47.8,16.9,5,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,-1,0,1,2,1,4
87,1,1,0,6,22.2,5.1,47.8,16.9,5,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,3,2,4
88,1,1,0,6,22.2,5.1,47.8,16.9,5,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,-1,1,1,2,1,4
89,1,1,0,6,22.2,5.1,47.8,16.9,5,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0.36,0.03,2,-1,1,1,2,2,4
90,1,1,0,6,22.2,5.1,47.8,16.9,5,11,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0,0,0.02,0,0.03,2,-1,1,1,3,3,4
91,1,1,0,6,22.2,5.1,47.8,16.9,5,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0.36,0.03,2,0,1,1,2,3,4
92,1,1,0,6,22.2,5.1,47.8,16.9,5,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,0,1,2,2,4
93,1,1,0,6,22.2,5.1,47.8,16.9,5,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0.36,0.03,2,0,0,1,2,1,4
94,1,1,0,6,22.2,5.1,47.8,16.9,5,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0.36,0.03,2,-1,1,1,2,1,4
95,1,1,0,6,22.2,5.1,47.8,16.9,5,10,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,2,-1,1,1,2,3,4
96,1,1,0,6,22.2,5.1,47.8,16.9,5,12,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,2,2,4
97,1,1,0,6,22.2,5.1,47.8,16.9,5,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,2,4
98,1,1,0,6,22.2,5.1,47.8,16.9,5,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,3,2,4
99,1,1,0,6,22.2,5.1,47.8,16.9,5,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,3,-1,1,1,3,2,4
100,1,1,0,6,22.2,5.1,47.8,16.9,5,12,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,-1,1,1,3,-2,4
101,1,1,0,6,22.2,5.1,47.8,16.9,5,12,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,0,1,3,-1,4
102,2,1,0,4,20.5,5.0,66.39,15.6,3,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,-1,0,1,3,2,4
103,2,1,0,4,20.5,5.0,66.39,15.6,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,3,0,2,1,3,2,4
104,2,1,0,4,20.5,5.0,66.39,15.6,3,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,2,2,4
105,2,1,0,4,20.5,5.0,66.39,15.6,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,2,4
106,2,1,0,4,20.5,5.0,66.39,15.6,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,1,1,2,2,4
107,2,1,0,4,20.5,5.0,66.39,15.6,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0.36,0.03,2,0,1,1,1,1,4
108,2,1,0,4,20.5,5.0,66.39,15.6,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,1,1,3,2,4
109,2,1,0,4,20.5,5.0,66.39,15.6,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,1,0,0,1,2,2,4
110,2,1,0,4,20.5,5.0,66.39,15.6,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0.36,0.03,1,0,1,1,2,1,4
111,2,1,0,4,20.5,5.0,66.39,15.6,3,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,3,-1,1
112,2,1,0,4,20.5,5.0,66.39,15.6,3,7,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,1,1,1,2,4
113,2,1,0,4,20.5,5.0,66.39,15.6,3,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,0,1,2,3,4
114,2,1,0,4,20.5,5.0,66.39,15.6,3,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,2,1,1,1,4
115,2,1,0,4,20.5,5.0,66.39,15.6,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,-1,1,1,2,1,4
116,2,1,0,4,20.5,5.0,66.39,15.6,3,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,2,2,4
117,2,1,0,4,20.5,5.0,66.39,15.6,3,7,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0,0.03,3,-1,2,1,2,2,4
118,2,1,0,4,20.5,5.0,66.39,15.6,3,8,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,3,-1,1,1,2,2,4
119,2,1,0,4,20.5,5.0,66.39,15.6,3,8,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0,0.02,0,0.03,2,0,0,1,2,3,4
120,2,1,0,4,20.5,5.0,66.39,15.6,3,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,1,1,2,2,4
121,2,1,0,4,20.5,5.0,66.39,15.6,3,8,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,1,1,0,1,2,1,4
122,2,1,0,4,20.5,5.0,66.39,15.6,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0.36,0.03,2,0,1,1,2,2,4
123,2,1,0,4,20.5,5.0,66.39,15.6,3,8,0,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0,0.14,0.02,0,0.03,2,-1,2,1,1,2,4
124,2,1,0,4,20.5,5.0,66.39,15.6,3,7,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,-1,2,1,1,1,4
125,2,1,0,4,20.5,5.0,66.39,15.6,3,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,-1,2,1,2,2,4
126,2,1,0,4,20.5,5.0,66.39,15.6,3,9,0,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,1,1,0,1,2,2,4
127,2,1,0,4,20.5,5.0,66.39,15.6,3,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,1,1,2,2,4
128,2,1,0,4,20.5,5.0,66.39,15.6,3,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,-1,1,1,2,1,4
129,2,1,0,4,20.5,5.0,66.39,15.6,3,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,1,1,2,2,4
130,2,1,0,5,20.5,5.0,66.39,15.1,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,1,1,2,2,4
131,2,1,0,5,20.5,5.0,66.39,15.1,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,0,1,2,2,4
132,2,1,0,5,20.5,5.0,66.39,15.1,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,1,0,1,1,2,2,4
133,2,1,0,5,20.5,5.0,66.39,15.1,4,9,0,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,2,3,4
134,2,1,0,5,20.5,5.0,66.39,15.1,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,1,1,2,1,4
135,2,1,0,5,20.5,5.0,66.39,15.1,4,9,0,0,0,0.28,0,0,0.36,0.25,0,0,0.17,0.03,0.17,0,0.02,0.36,0.03,1,1,0,1,2,1,4
136,2,1,0,5,20.5,5.0,66.39,15.1,4,9,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0,0.03,2,0,2,1,2,1,4
137,2,1,0,5,20.5,5.0,66.39,15.1,4,10,0,0,0,0.28,0,0,0.36,0.25,0,0.22,0.17,0.03,0.17,0,0.02,0,0.03,2,0,1,1,2,2,4
138,2,1,0,5,20.5,5.0,66.39,15.1,4,10,0,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0,0.03,2,0,0,1,3,3,4
139,2,1,0,5,20.5,5.0,65.8,15.1,4,11,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0,0.14,0.02,0,0.03,2,0,1,1,2,2,4
140,2,1,0,5,20.5,5.0,65.8,15.1,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,0,1,3,3,4
141,2,1,0,5,20.5,5.0,65.8,15.1,4,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,0,1,3,3,4
142,2,1,0,5,20.5,5.0,65.8,15.1,4,11,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,1,1,0,1,3,3,4
143,2,1,0,5,20.5,5.0,65.8,15.1,4,10,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0,0.02,0,0.03,2,1,1,1,2,2,4
144,2,1,0,5,20.5,5.0,65.8,15.1,4,9,1,0,0,0.28,0,0,0.36,0,0,0.22,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,3,3,4
145,2,1,0,5,20.5,5.0,65.8,15.1,4,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0.17,0.14,0.02,0,0.03,2,0,0,1,2,2,4
146,2,1,0,5,20.5,5.0,65.8,15.1,4,9,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0,0.02,0,0.03,2,0,0,1,3,3,4
147,2,1,0,5,20.5,5.0,65.8,15.1,4,11,1,0,0,0.28,0,0,0.36,0,0,0,0.17,0.03,0,0.14,0.02,0.36,0.03,2,0,1,1,2,1,4
