SNo,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,TotalCLOwithChair,TSV,TPV,TA,TCV,TSL,MC,SwC
273,3,1,0,3,22.2,5.2,58.2,14.4,4,10,0,1.21,0,0,1,2,3,4,2
274,3,1,0,4,22.2,5.2,58.2,14.9,5,12,1,1.21,-1,1,1,2,3,2,2
275,3,1,0,4,22.2,5.2,58.2,14.9,5,10,1,1.43,0,0,1,3,2,4,2
276,3,1,0,4,22.2,5.2,58.2,14.9,5,10,1,1.21,0,1,1,3,2,4,2
277,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.21,-1,1,1,2,2,4,2
278,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.21,-1,1,1,3,3,4,2
279,3,1,0,4,22.2,5.2,58.2,14.9,5,11,0,0.9,0,0,1,2,2,4,2
280,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.04,-1,2,1,2,2,4,2
281,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.21,-1,1,1,2,2,4,2
282,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.07,-1,0,1,2,2,4,2
283,3,1,0,4,22.2,5.2,58.2,14.9,5,10,1,1.29,0,0,1,1,2,1,2
284,3,1,0,4,22.2,5.2,58.2,14.9,5,10,1,1.43,0,0,1,2,2,4,2
285,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.57,0,0,1,2,3,4,2
286,3,1,0,4,22.2,5.2,58.2,14.9,5,11,1,1.43,0,0,1,2,2,4,2
287,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,0.9,0,1,0,2,2,4,2
288,3,1,0,4,22.2,5.2,58.2,14.9,5,11,0,1.57,0,1,1,2,2,4,2
289,3,1,0,4,22.2,5.2,58.2,14.9,5,12,1,1.21,-1,1,1,2,3,4,2
290,3,1,0,4,22.2,5.2,58.2,14.9,5,13,0,1.04,0,0,1,2,2,4,2
291,3,1,0,4,22.2,5.2,58.2,14.9,5,10,1,1.57,-1,1,1,2,2,4,2
292,3,1,0,4,22.2,5.2,58.2,14.9,5,12,1,1.07,0,1,1,2,3,1,2
293,3,1,0,4,22.2,5.2,58.2,14.9,5,11,1,1.43,0,0,1,1,1,4,2
294,3,1,0,4,22.2,5.2,58.2,14.9,5,11,1,1.07,-1,0,1,3,1,2,2
295,3,1,0,4,22.2,5.2,58.2,14.9,5,10,1,1.57,-1,1,1,2,1,4,2
296,3,1,0,4,22.2,5.2,58.2,14.9,5,11,1,1.07,0,0,1,2,2,4,2
297,3,1,0,4,22.2,5.2,58.2,14.9,5,11,1,1.07,-1,1,1,1,2,2,3
298,3,1,0,4,22.2,5.2,58.2,14.9,5,11,1,1.57,-1,1,1,1,2,4,2
299,3,1,0,4,22.2,5.2,58.2,14.9,5,10,1,1.21,0,0,1,3,2,4,2
300,3,1,0,4,22.2,5.2,58.2,14.9,5,11,1,1.07,0,0,1,2,1,4,2
301,3,1,0,4,22.2,5.2,58.2,14.9,5,10,1,1.43,-1,0,1,2,1,4,2
302,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.43,0,0,1,2,2,4,2
303,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.07,-1,1,1,2,3,4,2
304,3,1,0,4,22.2,5.2,58.2,14.9,5,11,0,1.21,0,0,1,2,3,4,2
305,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,0.9,-1,1,1,2,3,4,2
306,3,1,0,4,22.2,5.2,58.2,14.9,5,12,0,1.21,0,0,1,3,2,4,2
307,3,1,0,4,22.2,5.2,58.2,14.9,5,11,0,1.21,0,0,0,2,2,4,2
308,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.04,0,1,1,2,2,4,2
309,3,1,0,4,22.2,5.2,58.2,14.9,5,10,0,1.04,0,0,1,2,2,4,2
310,3,1,0,4,22.2,5.2,58.2,14.9,5,11,1,1.4,0,0,1,2,2,4,2
311,4,1,0,3,22.9,6.6,58.2,14.1,3,8,0,1.21,0,1,1,2,2,4,2
312,4,1,0,3,22.9,6.6,58.2,14,3,10,0,1.21,0,2,1,2,2,4,2
313,4,1,0,3,22.9,6.6,58.2,14,3,9,0,1.21,1,2,0,2,2,1,2
314,4,1,0,3,22.9,6.6,60.3,14,3,9,0,1.21,0,0,1,2,2,4,1
315,4,1,0,3,22.9,6.6,60.3,14,3,7,1,1.26,-1,1,1,3,2,4,1
316,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.4,0,0,1,3,2,4,2
317,4,1,0,3,22.9,6.6,60.3,14,3,8,1,1.29,-1,1,1,2,2,4,2
318,4,1,0,3,22.9,6.6,60.3,14,3,9,1,1.43,-1,1,1,3,2,4,2
319,4,1,0,3,22.9,6.6,60.3,14,3,7,1,1.43,-1,1,1,3,2,4,1
320,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.4,0,0,1,3,2,4,2
321,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.07,0,1,1,3,2,1,1
322,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.04,0,0,1,3,3,4,2
323,4,1,0,3,22.9,6.6,60.3,14,3,9,1,1.29,0,0,1,3,2,4,2
324,4,1,0,3,22.9,6.6,60.3,14,3,9,1,1.43,0,0,1,3,3,4,2
325,4,1,0,3,22.9,6.6,60.3,14,3,9,0,1.43,0,0,1,2,2,4,2
326,4,1,0,3,22.9,6.6,60.3,14,3,8,1,1.26,-1,1,1,3,3,4,1
327,4,1,0,3,22.9,6.6,60.3,14,3,9,1,1.4,0,1,1,3,2,4,2
328,4,1,0,3,22.9,6.6,60.3,14,3,10,0,1.21,0,0,1,3,2,4,2
329,4,1,0,3,22.9,6.6,60.3,14,3,8,1,1.07,0,1,1,3,3,4,2
330,4,1,0,3,22.9,6.6,60.3,14,3,9,1,1.21,0,0,1,3,3,4,2
331,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.04,1,0,1,2,2,4,2
332,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.57,0,0,1,3,3,4,2
333,4,1,0,3,22.9,6.6,60.3,14,3,9,0,1.43,0,0,1,2,2,4,2
334,4,1,0,3,22.9,6.6,60.3,14,3,10,0,1.21,-1,1,1,2,2,4,2
335,4,1,0,3,22.9,6.6,60.3,14,3,9,0,1.4,0,0,1,3,2,4,2
336,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.21,0,0,1,2,3,4,2
337,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.21,0,1,1,3,2,4,2
338,4,1,0,3,22.9,6.6,60.3,14,3,9,0,1.21,0,1,1,2,1,4,2
339,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.65,0,0,1,1,1,4,2
340,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.21,0,1,1,2,2,4,2
341,4,1,0,3,22.9,6.6,60.3,14,3,10,0,1.21,0,2,1,2,2,4,2
342,4,1,0,3,22.9,6.6,60.3,14,3,9,0,1.21,1,2,0,2,2,1,2
343,4,1,0,3,22.9,6.6,60.3,14,3,9,0,1.21,0,0,1,2,2,4,1
344,4,1,0,3,22.9,6.6,60.3,14,3,7,1,1.43,-1,1,1,3,2,4,1
345,4,1,0,3,22.9,6.6,60.3,14,3,8,0,1.4,0,0,1,3,2,4,2
346,4,1,0,3,22.9,6.6,59,14,3,8,0,1.21,-1,1,1,2,2,4,3
347,4,1,0,3,22.9,6.6,59,14,3,10,1,1.62,0,0,1,3,2,4,2
348,4,1,0,3,22.9,6.6,59,14,3,8,1,1.43,-1,1,1,1,1,4,1
349,4,1,0,3,22.9,6.6,59,14,3,7,1,1.29,0,1,1,3,3,4,2
350,4,1,0,3,22.9,6.6,59,14,3,10,0,1.57,0,0,1,3,3,4,2
351,4,1,0,3,22.9,6.6,59,14,3,10,0,1.21,0,0,1,3,2,4,2
352,4,1,0,3,22.9,6.6,59,14,3,9,0,1.57,1,1,1,1,1,4,1
353,4,1,0,3,22.9,6.6,59,14,3,9,1,1.26,0,0,1,2,2,4,2
354,4,1,0,3,22.9,6.6,59,14,3,8,0,1.21,1,0,1,1,1,4,3
355,4,1,0,3,22.9,6.6,59,14,3,9,0,0.9,0,0,1,2,3,4,2
356,4,1,0,3,22.9,6.6,59,14,3,10,0,1.21,0,0,1,3,2,4,2
357,4,1,0,3,22.9,6.6,59,14,4,9,0,1.43,-1,1,1,1,1,4,2
358,4,1,0,3,22.9,6.6,59,14,4,10,1,1.43,0,0,1,3,2,4,2
359,4,1,0,3,22.9,6.6,59,14,4,9,0,1.57,0,0,1,3,3,4,2
360,4,1,0,3,22.9,6.6,59,14,4,8,0,1.21,0,0,1,3,3,4,2
361,4,1,0,3,22.9,6.6,59,14,4,10,0,1.21,0,0,1,3,3,4,2
362,4,1,0,3,22.9,6.6,59,14,4,10,0,1.21,0,0,1,3,3,4,2
363,4,1,0,3,22.9,6.6,59,14,4,11,1,1.57,0,0,1,3,2,4,2
364,4,1,0,3,22.9,6.6,59,14,4,10,1,1.21,0,1,1,3,2,4,2
365,4,1,0,3,22.9,6.6,59,14,4,10,1,1.43,0,0,1,3,2,4,2
366,4,1,0,3,22.9,6.6,59,14,4,8,1,1.26,-1,1,1,2,2,4,2
367,4,1,0,3,22.9,6.6,59,14,4,9,1,1.57,-1,1,1,3,2,4,2
368,4,1,0,3,22.9,6.6,59,14,4,9,0,1.43,0,0,1,3,3,4,2
369,4,1,0,3,22.9,6.6,59,14,4,10,1,1.04,0,0,1,3,2,4,2
370,4,1,0,3,22.9,6.6,59,14,4,10,0,1.21,0,0,1,3,3,4,2
371,4,1,0,3,22.9,6.6,59,14,4,10,0,1.21,0,0,1,1,2,4,2
372,4,1,0,3,22.9,6.6,59,14,4,9,0,1.57,0,0,1,3,3,4,2
373,4,1,0,3,22.9,6.6,59,14,4,9,1,1.43,0,2,1,2,2,4,2
374,4,1,0,3,22.9,6.6,59,14,4,11,1,1.43,0,0,1,3,3,4,2
375,4,1,0,3,22.9,6.6,59,14,4,9,1,1.29,0,0,1,3,2,4,2
376,4,1,0,3,22.9,6.6,59,14,4,9,1,1.12,0,0,1,3,2,4,2
377,4,1,0,3,22.9,6.6,59,14,4,12,1,1.21,0,1,1,3,2,4,2
378,4,1,0,3,22.9,6.6,54.6,14,4,11,1,1.21,0,1,1,3,2,4,2
379,4,1,0,3,22.9,6.6,54.6,14,4,11,1,1.57,0,0,1,3,3,4,2
380,4,1,0,3,22.9,6.6,54.6,14,4,10,1,1.57,0,0,1,2,2,4,2
381,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.65,0,0,1,3,3,4,2
382,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.26,0,1,1,2,2,4,2
383,4,1,0,3,22.9,6.6,54.6,14,4,10,1,1.07,0,0,1,3,2,4,2
384,4,1,0,3,22.9,6.6,54.6,14,4,11,1,1.26,0,0,1,3,2,4,2
385,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.57,0,0,1,2,1,4,2
386,4,1,0,3,22.9,6.6,54.6,14,4,10,0,1.21,0,0,1,3,2,4,2
387,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.04,0,1,1,3,3,4,2
388,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.21,0,0,1,2,2,4,2
389,4,1,0,3,22.9,6.6,54.6,14,4,10,0,1.21,0,0,1,2,2,4,2
390,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.57,0,0,1,3,3,4,2
391,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.21,1,0,1,2,2,4,1
392,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.07,0,0,1,2,2,4,2
393,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.43,0,0,1,2,2,4,2
394,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.57,1,1,1,2,2,4,1
395,4,1,0,3,22.9,6.6,54.6,14,4,9,0,1.57,0,1,1,3,2,4,2
396,4,1,0,3,22.9,6.6,54.6,14,5,11,1,1.12,0,1,1,3,2,1,2
397,4,1,0,3,22.9,6.6,54.6,16,5,11,1,1.21,0,0,1,2,2,2,2
398,4,1,0,3,22.9,6.6,54.6,16,5,11,1,1.4,-1,1,1,2,2,4,2
399,4,1,0,3,22.9,6.6,54.6,16,5,10,0,1.57,0,1,1,2,3,4,2
400,4,1,0,3,22.9,6.6,54.6,16,5,11,0,0.9,0,0,1,2,2,4,2
401,4,1,0,3,22.9,6.6,54.6,16,5,10,0,1.21,-1,1,1,2,2,4,2
402,4,1,0,3,22.9,6.6,54.6,16,5,11,0,1.26,0,1,1,2,2,4,2
403,4,1,0,3,22.9,6.6,54.6,16,5,12,1,1.07,0,0,1,2,2,4,2
404,4,1,0,3,22.9,6.6,54.6,16,5,13,0,1.43,0,1,1,2,2,4,2
405,4,1,0,3,22.9,6.6,54.6,16,5,10,0,1.29,-1,1,1,2,2,4,2
406,4,1,0,3,22.9,6.6,54.6,16,5,11,0,0.9,0,0,1,2,2,4,2
407,4,1,0,3,22.9,6.6,54.6,16,5,10,0,1.07,-1,0,1,2,2,4,2
408,4,1,0,3,22.9,6.6,54.6,16,5,10,0,1.62,-1,1,1,2,2,4,2
409,4,1,0,3,22.9,6.6,54.6,16,5,10,1,1.12,0,0,1,2,2,4,2
410,4,1,0,3,22.9,6.6,54.6,16,5,10,0,1.04,-1,1,1,2,2,1,2
411,4,1,0,3,22.9,6.6,54.6,16,5,11,1,1.04,-1,1,1,2,1,4,2
412,4,1,0,3,22.9,6.6,54.6,16,5,12,1,1.26,0,0,1,2,2,4,2
413,4,1,0,3,22.9,6.6,54.6,16,5,10,1,1.4,0,0,1,2,2,4,2
414,4,1,0,3,22.9,6.6,54.6,16,5,12,1,1.12,0,1,1,3,2,4,2
415,4,1,0,3,22.9,6.6,54.6,16,5,11,1,1.26,0,0,1,3,2,4,2
416,4,1,0,3,22.9,6.6,53.3,16,5,10,0,1.21,-1,1,1,2,2,4,2
417,4,1,0,3,22.9,6.6,53.3,16,5,10,0,1.21,-1,1,1,2,2,4,2
418,4,1,0,3,22.9,6.6,53.3,16,5,10,1,0.9,0,0,1,2,1,4,2
419,4,1,0,3,22.9,6.6,53.3,16,5,10,1,1.29,0,0,1,3,2,4,2
420,4,1,0,3,22.9,6.6,53.3,16,5,10,0,1.21,0,0,1,2,2,4,2
421,4,1,0,3,22.9,6.6,53.3,16,5,10,0,0.9,0,2,1,3,2,4,2
422,4,1,0,3,22.9,6.6,53.3,16,5,10,0,1.07,0,0,1,2,2,4,2
423,4,1,0,3,22.9,6.6,53.3,16,5,12,0,1.21,0,0,1,3,2,4,2
424,4,1,0,3,22.9,6.6,53.3,16,5,10,0,1.21,0,0,1,2,2,4,2
425,4,1,0,3,22.9,6.6,53.3,16,5,10,1,1.07,-1,1,1,2,2,4,2
426,4,1,0,3,22.9,6.6,53.3,16,5,10,1,1.07,0,0,1,3,2,4,2
427,4,1,0,3,22.9,6.6,53.3,16,5,11,1,1.07,0,0,1,3,2,4,2
428,4,1,0,3,22.9,6.6,53.3,16,5,12,1,1.25,1,2,1,2,2,4,3
429,4,1,0,3,22.9,6.6,53.3,16,5,10,1,1,0,2,1,2,2,4,2
430,4,1,0,3,22.9,6.6,53.3,16,5,11,1,0.9,-1,1,1,3,1,4,2
431,4,1,0,3,22.9,6.6,53.3,16,5,11,0,1.21,0,0,1,3,2,4,2
432,4,1,0,3,22.9,6.6,53.3,16,5,11,1,1.57,0,0,1,3,2,4,2
433,4,1,0,3,22.9,6.6,53.3,16,5,10,1,1.29,-1,1,1,1,1,4,2
434,4,1,0,3,22.9,6.6,53.3,16,5,11,0,1.21,0,0,1,3,2,4,2
435,5,1,0,2,24.2,6,53.3,15.4,3,9,0,1.4,0,0,1,2,2,4,2
436,5,1,0,2,24.2,6,53.3,15.1,3,9,0,1.04,-1,1,1,2,2,4,2
437,5,1,0,2,24.2,6,53.3,15.1,3,9,0,1.4,-1,1,1,3,2,4,2
438,5,1,0,2,24.2,6,53.3,15.1,3,9,0,1.4,0,0,1,3,3,4,2
439,5,1,0,2,24.2,6,53.3,15.1,3,7,1,1.4,0,1,1,3,3,4,2
440,5,1,0,2,24.2,6,53.3,15.1,3,10,0,1.43,0,0,1,3,2,4,2
441,5,1,0,2,24.2,6,53.3,15.1,3,9,0,1.4,0,0,1,3,3,1,2
442,5,1,0,2,24.2,6,53.3,15.1,3,9,0,1.21,0,0,1,2,2,1,2
443,5,1,0,2,24.2,6,53.3,15.1,3,8,0,1.26,0,1,1,3,2,1,2
444,5,1,0,2,24.2,6,53.3,15.1,3,10,0,1.4,0,1,1,3,3,4,2
445,5,1,0,2,24.2,6,53.3,15.1,3,9,1,1.04,0,0,1,3,3,4,2
446,5,1,0,2,24.2,6,53.3,15.1,3,8,1,1.07,0,1,1,3,3,4,2
447,5,1,0,2,24.2,6,53.3,15.1,3,10,0,1.04,0,0,1,3,3,4,2
448,5,1,0,2,24.2,6,53.3,15.1,3,8,1,1.07,0,1,1,3,3,4,2
449,5,1,0,2,24.2,6,53.3,15.1,3,8,1,1.42,-1,2,1,2,-2,4,2
450,5,1,0,2,24.2,6,53.3,15.1,3,10,1,1.26,0,2,1,2,2,4,2
451,5,1,0,2,24.2,6,53.3,15.1,3,8,0,1.21,0,0,1,3,3,4,2
452,5,1,0,2,24.2,6,53.3,15.1,3,8,1,1.07,-1,1,1,2,2,4,3
453,5,1,0,2,24.2,6,58.9,15.1,3,7,1,1.21,-1,1,1,3,2,4,1
454,5,1,0,2,24.2,6,58.9,15.1,3,8,0,1.4,0,0,1,2,2,4,2
455,5,1,0,2,24.2,6,58.9,15.1,3,8,1,1.4,0,1,1,2,2,4,1
456,5,1,0,2,24.2,6,58.9,15.1,3,9,0,1.4,1,1,1,2,3,4,1
457,5,1,0,2,24.2,6,58.9,15.1,3,10,0,1.04,0,1,1,1,1,4,2
458,5,1,0,2,24.2,6,58.9,15.1,3,10,0,1.26,0,0,1,2,2,4,2
459,5,1,0,2,24.2,6,58.9,15.1,3,8,0,1.04,0,1,1,3,3,1,2
460,5,1,0,2,24.2,6,58.9,15.1,3,8,1,1.04,0,0,1,3,3,4,2
461,5,1,0,2,24.2,6,58.9,15.1,3,9,0,1.26,0,0,1,3,3,4,2
462,5,1,0,2,24.2,6,58.9,15.1,3,9,0,1.12,-1,1,1,1,1,4,1
463,5,1,0,2,24.2,6,58.9,15.1,3,9,1,0.9,0,0,1,3,3,4,2
464,5,1,0,2,24.2,6,58.9,15.1,3,8,0,1.21,0,0,1,3,2,4,2
465,5,1,0,2,24.2,6,58.9,15.1,3,8,1,1.12,0,1,1,2,2,4,2
466,5,1,0,2,24.2,6,58.9,15.1,3,9,1,1.04,0,1,1,2,2,4,2
467,5,1,0,2,24.2,6,58.9,15.1,3,8,0,0.9,-1,1,1,2,2,4,2
468,5,1,0,2,24.2,6,58.9,15.1,3,9,1,1.57,0,1,1,2,2,4,2
469,5,1,0,2,24.2,6,58.9,15.1,4,10,1,1.07,0,0,1,3,3,4,2
470,5,1,0,2,24.2,6,58.9,15.6,4,11,1,1.21,0,0,1,3,3,4,2
471,5,1,0,2,24.2,6,58.9,15.6,4,10,1,1.43,0,0,1,3,3,4,2
472,5,1,0,2,24.2,6,58.9,15.6,4,11,1,1.43,0,0,1,2,2,4,2
473,5,1,0,2,24.2,6,58.9,15.6,4,10,1,1.12,-1,2,1,3,2,4,2
474,5,1,0,2,24.2,6,58.9,15.6,4,11,1,1.21,0,0,1,3,3,4,2
475,5,1,0,2,24.2,6,58.9,15.6,4,10,1,1.43,0,0,1,2,2,1,2
476,5,1,0,2,24.2,6,58.9,15.6,4,10,1,1.4,0,0,1,3,3,4,2
477,5,1,0,2,24.2,6,58.9,15.6,4,10,1,1.04,0,0,1,3,3,4,2
478,5,1,0,2,24.2,6,58.9,15.6,4,9,1,1.21,0,0,1,3,3,1,2
479,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.4,0,0,1,3,3,4,2
480,5,1,0,2,24.2,6,58.9,15.6,4,8,0,1.4,0,0,1,2,2,4,2
481,5,1,0,2,24.2,6,58.9,15.6,4,10,0,1.04,-1,1,1,2,2,4,2
482,5,1,0,2,24.2,6,58.9,15.6,4,11,1,1.29,-1,1,1,2,2,4,2
483,5,1,0,2,24.2,6,58.9,15.6,4,10,0,1.4,0,2,1,2,2,4,2
484,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.29,0,0,1,2,2,4,2
485,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.04,0,1,1,2,2,4,2
486,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.26,0,1,1,2,2,4,2
487,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.43,0,0,1,2,3,4,2
488,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.04,0,1,1,2,2,4,2
489,5,1,0,2,24.2,6,58.9,15.6,4,10,0,1.4,0,0,1,3,2,4,2
490,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.57,0,0,1,3,2,4,2
491,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.57,1,1,1,2,2,4,1
492,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.26,0,0,1,3,2,4,2
493,5,1,0,2,24.2,6,58.9,15.6,4,9,0,1.4,0,0,1,2,3,4,2
494,5,1,0,2,24.2,6,58.9,15.6,4,12,1,1.21,0,1,1,3,2,4,2
495,5,1,0,2,24.2,6,58.9,15.6,4,10,1,1.4,0,1,1,3,3,4,2
496,5,1,0,2,24.2,6,58.9,15.6,4,9,1,1.04,0,1,1,3,2,4,2
497,5,1,0,2,24.2,6,61,15.6,4,9,1,1.26,0,1,1,2,1,4,2
498,5,1,0,2,24.2,6,61,15.6,4,10,1,1.21,0,0,1,2,3,4,2
499,5,1,0,2,24.2,6,61,15.6,4,10,0,1.04,0,0,1,2,3,4,2
500,5,1,0,2,24.2,6,61,15.6,4,11,0,1.4,0,1,1,3,3,4,2
501,5,1,0,2,24.2,6,61,15.6,4,10,0,1.21,0,0,1,2,2,4,2
502,5,1,0,2,24.2,6,61,15.6,4,10,0,1.04,0,0,1,3,2,4,2
503,5,1,0,2,24.2,6,61,15.6,4,10,0,1.57,0,0,1,3,2,4,2
504,5,1,0,2,24.2,6,61,15.6,4,9,0,1.21,0,0,1,3,2,4,2
505,5,1,0,2,24.2,6,61,15.6,4,9,0,1.4,0,2,1,2,3,4,2
506,5,1,0,2,24.2,6,61,15.6,4,9,1,1.04,0,2,1,2,2,4,2
507,5,1,0,3,24.2,6,61,15.6,5,10,0,1.04,0,1,1,2,2,4,2
508,5,1,0,3,24.2,6,61,15.6,5,10,0,0.9,0,0,1,3,2,4,2
509,5,1,0,3,24.2,6,61,15.6,5,10,0,1.07,-1,1,1,2,2,4,2
510,5,1,0,3,24.2,6,61,15.6,5,10,0,1.21,0,0,1,2,2,4,2
511,5,1,0,3,24.2,6,61,15.6,5,11,0,1.04,0,0,1,2,3,4,2
512,5,1,0,3,24.2,6,61,15.6,5,11,0,1.21,0,1,1,2,3,4,2
513,5,1,0,3,24.2,6,61,15.6,5,12,0,1.21,0,0,1,2,2,4,2
514,5,1,0,3,24.2,6,61,15.6,5,12,1,1.12,1,1,1,2,2,1,1
515,5,1,0,3,24.2,6,61,15.6,5,10,1,1.29,-1,1,1,2,2,4,2
516,5,1,0,3,24.2,6,61,15.6,5,11,1,1.4,0,0,1,2,2,4,2
517,5,1,0,3,24.2,6,61,15.6,5,11,1,1.21,-1,1,1,1,2,4,2
518,5,1,0,3,24.2,6,61,15.6,5,11,1,1.26,-1,1,1,3,1,4,2
519,5,1,0,3,24.2,6,61,15.6,5,10,1,1.57,0,0,1,1,2,4,2
520,5,1,0,3,24.2,6,61,15.6,5,12,1,0.9,0,0,1,2,2,4,2
521,5,1,0,3,24.2,6,61,15.6,5,11,1,1.43,0,1,1,-1,1,4,2
522,5,1,0,3,24.2,6,61,15.6,5,10,1,1.04,0,0,1,2,1,4,2
523,5,1,0,3,24.2,6,61,15.6,5,11,1,0.9,0,1,1,2,2,4,2
524,5,1,0,3,24.2,6,61,15.6,5,10,1,1.07,0,1,1,2,3,4,2
525,5,1,0,3,24.2,6,61,15.6,5,11,1,0.9,0,0,1,2,3,4,2
526,5,1,0,3,24.2,6,61,15.6,5,10,0,1.21,-1,1,1,2,2,4,2
527,5,1,0,3,24.2,6,61,15.6,5,10,0,1.04,0,0,1,2,2,1,2
528,5,1,0,3,24.2,6,61,15.6,5,11,0,1.07,0,0,1,2,2,4,2
529,5,1,0,3,24.2,6,61,15.6,5,10,0,1.43,0,1,1,2,2,4,2
530,5,1,0,3,24.2,6,64.7,15.6,5,10,0,1.07,0,1,1,2,3,4,2
531,5,1,0,3,24.2,6,64.7,15.6,5,10,1,1.07,1,0,1,2,2,4,2
532,5,1,0,3,24.2,6,64.7,15.6,5,10,1,1.29,0,0,1,2,2,4,2
533,5,1,0,3,24.2,6,64.7,15.6,5,11,1,1.04,0,0,1,3,2,4,2
534,5,1,0,3,24.2,6,64.7,15.6,5,11,1,1.26,0,0,1,2,2,4,2
535,5,1,0,3,24.2,6,64.7,15.6,5,10,1,1.26,0,1,1,2,2,4,2
536,5,1,0,3,24.2,6,64.7,15.6,5,10,1,1.43,0,0,1,2,2,1,2
537,5,1,0,3,24.2,6,64.7,15.6,5,10,0,1.07,0,1,1,2,2,4,2
538,5,1,0,3,24.2,6,64.7,15.6,5,13,0,1.43,0,0,1,2,1,4,2
539,5,1,0,3,24.2,6,64.7,15.6,5,11,0,1.26,-1,1,1,1,2,4,2
540,5,1,0,3,24.2,6,64.7,15.6,5,10,0,1.57,0,0,1,2,2,4,2
541,5,1,0,3,24.2,6,64.7,15.6,5,10,0,1.21,-1,1,1,2,1,4,2
542,5,1,0,3,24.2,6,64.7,15.6,5,10,0,0.9,0,1,1,2,3,4,2
543,5,1,0,3,24.2,6,64.7,15.6,5,11,0,0.9,0,1,1,2,1,4,2
544,1,2,1,1,20.5,5,64.7,14.5,3,10,0,1.58,-1,1,1,1,1,2,2
545,1,2,1,1,20.5,5,64.7,14.5,3,8,0,1.38,0,1,1,2,2,4,2
546,1,2,1,1,20.5,5,64.7,14.5,3,8,0,1.49,0,1,1,1,1,4,2
547,1,2,1,1,20.5,5,64.7,14.5,3,8,0,1.55,-1,1,0,2,2,4,1
548,1,2,1,1,20.5,5,64.7,14.5,3,8,0,1.27,-1,1,1,2,2,4,2
549,1,2,1,1,20.5,5,64.7,14.5,3,9,0,1.52,-1,2,1,2,2,4,1
550,1,2,1,1,20.5,5,64.7,14.5,3,10,0,1.55,-1,1,1,2,2,4,2
551,1,2,1,1,20.5,5,64.7,14.5,3,9,0,1.6,0,1,1,2,1,4,2
552,1,2,1,1,20.5,5,64.7,14.5,3,8,1,1.66,0,0,1,2,3,4,2
553,1,2,1,1,20.5,5,64.7,14.5,3,8,0,1.38,0,1,1,2,2,4,2
554,1,2,1,1,20.5,5,64.7,14.5,3,10,0,1.02,0,0,1,2,1,4,1
555,1,2,1,1,20.5,5,64.7,14.5,3,8,0,1.41,-1,1,1,2,1,4,2
556,1,2,1,1,20.5,5,64.7,14.5,3,8,1,1.16,0,0,1,2,3,4,2
557,1,2,1,1,20.5,5,64.7,14.5,3,9,1,1.02,0,0,1,3,2,4,2
558,1,2,1,1,20.5,5,64.7,14.5,3,9,1,1.38,0,0,1,2,3,4,2
559,1,2,1,1,20.5,5,64.7,14.5,3,9,1,1.38,0,1,1,3,2,4,1
560,1,2,1,1,20.5,5,64.7,14.5,3,9,0,1.27,0,1,1,3,2,4,2
